"Área";"Responsável";"Indicador";"Impacto DIRETO";"Tipo N";"Meta";"Resultado";"Mês texto";"Ano";"Status";"Comentários";"Ações"
"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0492447891375466";"Maio";"2025";"Ñ Atingido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0543840974947736";"Junho";"2025";"Ñ Atingido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0572796745247796";"Julho";"2025";"Ñ Atingido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0259474599602946";"Agosto";"2025";"Ñ Atingido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0194276482088106";"Setembro";"2025";"Atingido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.021615881132134";"Outubro";"2025";"Ñ Atingido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0225592290653197";"Novembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0219246472312663";"Dezembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"310339.97";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"287298";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"293319.61";"Março";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"334295.19";"Abril";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"291164.17";"Maio";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"317071.8";"Junho";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"327605.41";"Julho";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"150703.02";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"131488.79";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"155614.56";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"148031.28";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"148682.28";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Março";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Abril";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Maio";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Junho";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Julho";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"-";"Janeiro";"2025";"-";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"-";"Fevereiro";"2025";"-";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"92";"Março";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"47";"Abril";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"26";"Maio";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"74";"Junho";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"30";"Julho";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"42";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"94";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"42";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"41";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"Manutenção";"Alex Rodrigues";"Manutenção Preventivas Mês";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"62";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.67741935483871";"Janeiro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.821325648414986";"Fevereiro";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.59748427672956";"Março";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.890282131661442";"Abril";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.772727272727273";"Maio";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.863013698630137";"Junho";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.806970509383378";"Julho";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.679245283018868";"Agosto";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.698701298701299";"Setembro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.816666666666667";"Outubro";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.687022900763359";"Novembro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Performance de entregas BIZA (Pedidos entregues no prazo)​";"Prazo de Entrega";"N3";"0.78";"0.763636363636364";"Dezembro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"-";"Janeiro";"2025";"-";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"-";"Fevereiro";"2025";"-";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"-";"Março";"2025";"-";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"-";"Abril";"2025";"-";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"-";"Maio";"2025";"-";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"-";"Junho";"2025";"-";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"0.82995951417004";"Julho";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"0.777777777777778";"Agosto";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"0.75531914893617";"Setembro";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"0.899676375404531";"Outubro";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"0.830578512396694";"Novembro";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Programação de entrega Mensal​";"Salário Variável";"N2/N3";"0.7001";"0.854237288135593";"Dezembro";"2025";"Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Março";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Abril";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Maio";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Junho";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Julho";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Itens entregues por Prioridade";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"84";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"80";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"80";"Março";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"80";"Abril";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"99";"Maio";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"135";"Junho";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"102";"Julho";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"78";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"94";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"84";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"89";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira inferior a 30 dias (Últimos 12 meses)";"Prazo de Entrega";"N2";"S/ Meta";"41";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.873684210526316";"Janeiro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.878980891719745";"Fevereiro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.597938144329897";"Março";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.390804597701149";"Abril";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.470588235294118";"Maio";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.5";"Junho";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.369230769230769";"Julho";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.474137931034483";"Agosto";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.330508474576271";"Setembro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.515463917525773";"Outubro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.504854368932039";"Novembro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Status OTIF VALE em carteira";"Prazo de Entrega";"N2";"0.9";"0.63716814159292";"Dezembro";"2025";"Ñ Atingido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Março";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Abril";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Maio";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Junho";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Julho";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Valor da carteira Biza estratificada - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Março";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Abril";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Maio";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Junho";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Julho";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"PCP";"Rodrigo Gustavo";"Previsão de Produção Biza - 2025";"Carteira Biza";"N2";"S/ Meta";"S/ Meta";"Dezembro";"2025";"Indefinido";"N/A";"N/A"
